Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword
vistaprint tasse,62,62,170,77.58,1.30,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,1,71,"[53,44,44,44,53,66,34,34,22,22,66,100]",1583640107,"Image pack, Reviews, Video"
arbre empreinte bapteme,56,56,110,70.8,0.12,http://www.atelierdugobelet.fr/fr/photo-sur-toile/1496-arbre-a-empreintes.html,0,0,0.00,1,68,"[33,52,100,100,81,100,100,67,33,14,10,24]",1584379226,"Image pack, Reviews, Shopping ads"
bracelet evenementiel tissu,46,46,110,61.99,1.70,http://www.atelierdugobelet.fr/fr/413-bracelet,0,0,0.00,1,90,"[53,65,65,82,65,100,82,65,53,53,65,29]",1583753349,"Image pack, Site links, Reviews, Video"
eco verre réutilisable,6,6,50,67.49,0.00,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,0,515000,"[50,0,50,100,0,50,0,0,100,50,50,0]",1583940396,"Image pack, Site links, Reviews"
pichet quantité,32,32,50,76.26,0.00,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0.3,400000,"[20,20,20,20,20,20,100,40,20,40,60,20]",1583409840,"Image pack, Reviews, Featured snippet, Image, Shopping ads"
50 cl in cups,28,28,70,74.44,0.00,http://www.atelierdugobelet.fr/en/393-reusable-cups-50cl-60cl,0,0,0.00,0,16600000,"[14,14,14,14,29,29,14,100,14,29,14,14]",1583395234,"Instant answer, Image pack, Reviews, People also ask"
32mm badge template,40,40,70,43,0.00,http://www.atelierdugobelet.fr/de/fiches-techniques-gabarits,0,0,0.00,0,925000,"[0,0,0,0,0,0,100,100,100,0,0,0]",1583577135,"Image pack, Reviews, Video"
32mm badge template,41,41,70,43,0.00,http://www.atelierdugobelet.fr/it/fiches-techniques-gabarits,0,0,0.00,0,925000,"[0,0,0,0,0,0,100,100,100,0,0,0]",1583577135,"Image pack, Reviews, Video"
photo digitale,75,75,110,83.03,0.55,http://www.atelierdugobelet.fr/fr/delai-j10-j15/4689-gobelet-photo-impression-quadri-sup-a-100ex.html,0,0,0.00,0.1,151000000,"[64,64,79,64,79,79,100,79,100,100,100,100]",1584014522,"Image pack, Site links, Reviews, Video Carousel"
verre en plastique design,54,54,70,72.08,0.00,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0.88,23000000,"[25,25,25,25,25,25,100,25,25,25,25,50]",1583857506,"Image pack, Site links, Reviews, Video"
ceinture porte boisson,26,26,50,80.61,0.00,http://www.atelierdugobelet.fr/fr/398-porte-gobelet,0,0,0.00,1,11700000,"[11,11,22,11,0,22,100,11,56,11,22,11]",1583965420,"Image pack, Site links, Reviews, Shopping ads"
gobelet plastique 33cl,19,19,210,73.21,0.34,http://www.atelierdugobelet.fr/fr/quantite-de-plus-de-5000-exemplaires/533-gobelets-25cl.html,0,0,0.00,1,76,"[34,44,34,66,100,81,81,53,81,66,66,53]",1584097250,"Image pack, Site links, Reviews"
a 5000,94,94,50,75.18,0.00,http://www.atelierdugobelet.fr/fr/389-quantite-de-1-a-5000-exemplaires,0,0,0.00,0,4100000000,"[100,57,14,71,14,29,14,14,14,57,43,29]",1583195958,"Image pack, Reviews, Video Carousel"
customiser un verre,33,33,50,71.54,0.00,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,1710000,"[14,29,29,14,14,43,14,57,14,100,14,43]",1582297849,"Image pack, Site links, Video, Video Carousel"
bracelet d identification réutilisable,62,62,40,57.09,0.00,http://www.atelierdugobelet.fr/fr/413-bracelet,0,0,0.00,0,82,"[0,25,0,100,0,50,25,0,25,25,25,0]",1582653750,"Image pack, Reviews, AdWords bottom, Shopping ads"
gobelet transparent rigide,17,17,50,77.82,0.32,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,86,"[0,0,29,14,14,14,29,14,14,100,14,14]",1583799652,"Image pack, Site links, Reviews, AdWords bottom, Shopping ads"
badge a epingle personnalisé,33,33,40,63.86,1.16,http://www.atelierdugobelet.fr/fr/bage-bouton-avec-epingle/1543-badge-rond-personnalise.html,0,0,0.00,1,166000,"[0,100,14,14,14,14,14,14,14,29,14,43]",1583451230,"Image pack, Site links, Reviews, Video, Video Carousel"
eco gobelet jetable,14,14,70,67.45,0.00,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,0,281000,"[0,14,29,57,100,14,14,0,71,57,100,14]",1584540070,"Image pack, Site links, Reviews"
gobelet de biere,14,14,50,69.52,0.00,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,1690000,"[11,100,33,56,11,11,78,11,11,11,11,11]",1583419203,"Image pack, Site links, Reviews, AdWords bottom, Shopping ads, Video Carousel"
acheter gobelet rouge paris,55,55,40,72.96,0.00,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,0,1440000,"[11,11,11,11,78,0,11,56,0,100,0,0]",1583186790,"Image pack, Reviews, Shopping ads"
imprim rib,87,87,170,73.71,0.00,http://www.atelierdugobelet.fr/cgv/cgv-adg.pdf,0,0,0.00,0.01,1140000,"[81,67,81,81,100,67,100,67,81,81,81,81]",1583872196,"Image pack, Reviews, Video"
bracelet papier,65,65,320,61.42,1.83,http://www.atelierdugobelet.fr/fr/413-bracelet,0,0,0.00,1,21900000,"[54,54,54,81,100,100,67,67,81,81,67,54]",1583571553,"Local pack, Image pack, Site links, Reviews, AdWords top, Shopping ads, Video Carousel"
porte badge,83,81,5400,82.01,0.54,http://www.atelierdugobelet.fr/fr/produits-evenementiels/1170-porte-badge-evenementiel-pour-badge.html,0,0,0.00,1,22900000,"[54,54,54,54,54,67,67,100,81,67,54,67]",1584612110,"Image pack, Reviews"
verre a vin réutilisable personnalisé,15,12,40,63.76,0.62,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,87,"[0,0,0,0,22,22,11,11,33,11,100,22]",1584588260,"Image pack, Site links, Reviews, AdWords top, Shopping ads, FAQ"
acheter des verres pas cher,85,85,50,90.93,0.00,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,92500000,"[40,60,100,20,20,20,20,20,80,40,20,20]",1584504102,"Local pack, Image pack, Site links, Reviews, Shopping ads"
gilet sécurité bleu personnalisé,55,55,70,60.03,0.45,http://www.atelierdugobelet.fr/fr/accessoire-vehicule/749-gilet-jaune-de-securite-publicitaire.html,0,0,0.00,1,10200000,"[14,14,43,14,14,71,100,14,14,14,14,29]",1582893114,"Image pack, Reviews"
verre et plastique com,44,44,50,75.33,0.00,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0.21,51900000,"[50,100,100,50,50,0,50,50,50,0,100,50]",1584364323,"Image pack, Site links, Reviews, Video"
gobelet plastique biere,15,15,90,65.85,0.24,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,80600,"[53,41,24,41,41,53,65,82,82,100,65,65]",1582230392,"Image pack, Reviews, AdWords top, Shopping ads"
gabarit a imprimer,54,54,70,77.38,0.00,http://www.atelierdugobelet.fr/fr/fiches-techniques-gabarits,0,0,0.00,0.01,2020000,"[20,20,20,20,100,100,40,20,20,20,60,20]",1584061304,"Image pack, Reviews, Image, Video Carousel"
porte clé acrylique,44,44,50,73.35,0.39,http://www.atelierdugobelet.fr/fr/decapsuleur-rond-personnalise/4-porte-cles-decapsuleur-acrylique-personnalise.html,0,0,0.00,0.96,10400000,"[71,14,29,14,100,14,14,14,100,14,14,14]",1583501246,"Image pack, Site links, Reviews, Video Carousel"
largeur vinyle,16,16,50,68.99,0.00,http://www.atelierdugobelet.fr/fr/bracelet/1354-bracelet-vinyle-2.html,0,0,0.00,1,14900000,"[100,22,22,11,11,11,33,44,11,11,44,11]",1584478853,"Image pack, Site links, Reviews, Featured snippet, Video Carousel"
la boutique du jetable avis,56,56,70,65.1,0.00,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0.43,873000,"[33,33,33,67,33,67,33,33,33,67,33,100]",1584478813,"Knowledge panel, Image pack, Site links, Reviews"
personnalisation mug toulouse,98,98,50,56.46,0.00,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,121000,"[0,0,0,25,25,25,25,50,25,75,100,50]",1582220874,"Local pack, Image pack, Site links, Reviews, AdWords top, AdWords bottom, Video Carousel"
pichet biere plastique,15,15,50,62.21,0.32,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,53600,"[11,22,22,44,11,11,11,100,33,33,11,33]",1582763117,"Image pack, Reviews"
nettoyer gobelet plastique,34,34,50,60,0.00,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,0.92,1330000,"[0,0,0,0,0,0,0,100,50,25,25,50]",1583690841,"Image pack, Shopping ads, Video Carousel"
verre personnalisée,21,21,260,70.66,0.50,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,43400000,"[35,44,44,54,67,54,54,54,54,81,100,54]",1584554812,"Image pack, Site links, Reviews, Video Carousel"
bicchieri personalizzati plastica,38,38,40,30.31,0.00,http://www.atelierdugobelet.fr/it/delai-j15/1069-bicchiere-personalizzate-25-cl-1-colore-d-10-giorni.html,0,0,0.00,0,3710000,"[0,0,0,0,0,100,0,100,0,0,0,0]",1582896718,"Image pack, Site links, Reviews, Video"
le sous bock,59,59,320,86.02,0.75,http://www.atelierdugobelet.fr/fr/sous-bocks-personnalises/1389-sous-bock-carton.html,0,0,0.00,0.1,3020000,"[66,100,66,44,44,44,29,54,66,66,44,66]",1584295895,"Local pack, Image pack, Site links, Reviews, Video Carousel, FAQ"
objet publicitaire vistaprint,50,50,110,79.15,1.89,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,0.99,79,"[82,53,53,65,65,65,53,41,65,100,100,65]",1583451206,"Image pack, Site links, Reviews, Video"
impression unicaen fr,53,53,50,40.85,0.00,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,0.01,87,"[3,3,8,3,3,3,8,3,3,44,82,100]",1583217944,"Image pack, Video"
bubble bracelet a personnaliser,37,37,70,68.27,0.47,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,62,"[20,20,40,20,20,40,20,100,20,20,40,20]",1583217314,"Image pack, Site links, Video, Shopping ads"
impression sous bock,67,67,90,64.51,1.52,http://www.atelierdugobelet.fr/fr/sous-bocks-personnalises/1389-sous-bock-carton.html,0,0,0.00,1,237000,"[82,64,82,100,82,45,82,45,100,45,64,45]",1583734716,"Image pack, Site links, Reviews, Video, AdWords top, AdWords bottom"
jeu du gobelet,71,71,140,83.43,0.00,http://www.atelierdugobelet.fr/fr/417-objet-personnalise-evenementiel,0,0,0.00,0.86,4200000,"[43,43,33,43,43,52,81,81,100,67,67,67]",1582697095,"Image pack, Reviews, Video"
impression porte,98,98,90,63.45,0.00,http://www.atelierdugobelet.fr/it/porte-gobelets/59-porte-gobelets-personnalises.html,0,0,0.00,1,132000000,"[50,0,50,50,100,50,50,50,50,50,50,50]",1582311947,"Image pack, Reviews, Video Carousel"
verres personnalisés gravés,37,37,70,65.81,0.85,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,74,"[50,25,25,50,25,100,0,25,25,25,25,75]",1582889217,"Image pack, Site links, Reviews, Video, AdWords top, AdWords bottom, Shopping ads"
impression quadri,61,61,390,65.86,0.91,http://www.atelierdugobelet.fr/fr/quantite-de-plus-de-5000-exemplaires/4690-gobelet-photo-impression-quadri-sup-a-5000ex.html,0,0,0.00,0.12,1460000,"[81,81,100,100,81,81,54,81,100,100,67,100]",1584157722,"Knowledge panel, Site links, Reviews, Video Carousel"
etiquette gobelet,97,97,70,59.15,0.36,http://www.atelierdugobelet.fr/fr/fiches-techniques-gabarits,0,0,0.00,1,1930000,"[14,71,29,14,29,14,57,14,100,14,14,14]",1583186116,"Image pack, Site links, Reviews, Shopping ads"
coupe du monde supporter france,35,35,90,84.78,0.00,http://www.atelierdugobelet.fr/fr/coupe-du-monde-feminine-de-football-france-2019/16721-gobelet-supporter-francais-coupe-du-monde-2019.html,0,0,0.00,0,97,"[80,0,0,0,100,80,60,100,0,20,20,0]",1582981305,"Image pack, Site links, Video, Video Carousel"
dessin restaurant imprimer,80,80,50,60.2,0.00,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0,7270000,"[33,33,33,100,33,67,33,100,33,33,67,67]",1582603727,"Image pack, Reviews"
lavage gobelets réutilisables,50,50,70,59.25,0.75,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,1,90100,"[20,60,20,20,20,20,100,20,20,60,20,20]",1584171771,"Image pack, Site links, Video Carousel"
code banque 10278 quelle banque,62,62,70,75.98,0.00,http://www.atelierdugobelet.fr/faq,0,0,0.00,0,100,"[29,14,0,71,0,14,57,0,100,29,14,14]",1583970585,"Image pack, Reviews, Video, Featured snippet"
impression photo à l unité,90,90,50,78.51,1.42,http://www.atelierdugobelet.fr/fr/delai-j10-j15/4689-gobelet-photo-impression-quadri-sup-a-100ex.html,0,0,0.00,1,41600000,"[67,33,100,33,33,33,33,33,67,33,33,33]",1583508172,"Image pack, Site links, Reviews, Video, AdWords top, AdWords bottom"
porte gobelet jetable,57,57,40,73.55,0.88,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,1230000,"[14,14,100,14,29,14,14,14,71,29,14,14]",1584396530,"Image pack, Reviews, Shopping ads"
bracelets tyvek personnalisés,29,29,50,62.3,2.31,http://www.atelierdugobelet.fr/fr/413-bracelet,0,0,0.00,0.9,42000,"[100,25,25,25,75,25,25,25,50,25,75,25]",1584345619,"Image pack, Reviews, AdWords top, AdWords bottom, FAQ"
briquet décapsuleur,92,92,110,61.2,0.23,http://www.atelierdugobelet.fr/de/briquet-mecanique/222-briquet-electronique-decapsuleur.html,0,0,0.00,1,169000,"[53,65,53,53,82,53,82,65,53,41,65,100]",1583667171,"Image pack, Reviews, Video Carousel"
gobelet francais,21,21,40,76.17,0.39,http://www.atelierdugobelet.fr/de/home/12694-gobelet-supporter-francais.html,0,0,0.00,1,6690000,"[0,0,0,0,11,11,11,100,11,11,78,100]",1584218651,"Image pack, Site links, Reviews"
gobelet en carton,37,37,1000,74.81,0.56,http://www.atelierdugobelet.fr/fr/397-gobelet-en-carton,0,0,0.00,1,1490000,"[45,68,68,77,77,68,55,77,100,77,68,100]",1584421241,"Image pack, Reviews, AdWords top, Shopping ads, Video Carousel"
pub credit mariage,95,95,70,72.15,0.00,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0.33,1870000,"[0,11,33,11,0,0,0,11,11,33,100,78]",1582510426,"Image pack, Reviews, Video, Featured video"
gobelet plastique avec couvercle réutilisable,50,50,90,69.65,0.00,http://www.atelierdugobelet.fr/fr/406-gobelets-mugs,0,0,0.00,1,69300,"[11,22,100,11,56,11,11,78,11,11,11,11]",1584040259,"Image pack, Site links, Reviews"
gobelet plastique jetable,45,45,170,79.31,0.56,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,380000,"[18,36,36,54,44,44,44,54,44,54,54,100]",1584165704,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads"
verre publicitaire pas cher,14,14,70,70.98,0.61,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0.91,951000,"[29,14,14,100,14,43,14,14,29,14,43,14]",1583676023,"Image pack, Site links, Reviews"
flute champagne reutilisable,34,34,40,65.23,0.60,http://www.atelierdugobelet.fr/fr/gobelets-mugs/567-flute-de-champagne.html,0,0,0.00,1,92800,"[0,0,0,0,33,100,33,33,33,33,33,33]",1584381669,"Image pack, Site links, Reviews, Video, Shopping ads"
mug avec couvercle micro onde,54,54,50,78.35,0.54,http://www.atelierdugobelet.fr/fr/406-gobelets-mugs,0,0,0.00,1,368000,"[0,0,0,0,0,0,0,0,0,0,100,100]",1583966311,"Image pack, Reviews, Image, Shopping ads"
bracelet d identification evenementiel,92,92,40,58.91,0.00,http://www.atelierdugobelet.fr/fr/413-bracelet,0,0,0.00,0,139000,"[14,14,0,29,100,71,29,29,14,29,14,0]",1584043168,"Image pack, Site links, Reviews"
range gobelet,30,30,50,87.41,0.00,http://www.atelierdugobelet.fr/fr/388-gobelets-reutilisable-25-cl-33cl,0,0,0.00,1,1430000,"[40,60,20,100,20,20,20,20,20,20,20,20]",1583579011,"Image pack, Reviews, Video"
accessoire gilet jaune,57,57,110,75.67,0.19,http://www.atelierdugobelet.fr/fr/accessoire-vehicule/749-gilet-jaune-de-securite-publicitaire.html,0,0,0.00,0.96,10500000,"[100,100,81,42,27,15,15,35,8,27,35,8]",1584435889,"Image pack, Reviews, AdWords top, Shopping ads"
foto quadri,97,97,70,65.11,0.00,http://www.atelierdugobelet.fr/it/delai-j15/4689-gobelet-photo-impression-quadri-sup-a-100ex.html,0,0,0.00,0,66600000,"[14,71,0,14,0,100,0,14,29,14,29,0]",1583539614,"Image pack, Reviews, Video"
verre à vin réutilisable,49,49,70,66.88,0.54,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,648000,"[0,14,29,14,14,14,14,29,14,14,100,57]",1584186885,"Image pack, Site links, Reviews"
verre avec prenom,13,13,110,56.94,0.26,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,21200000,"[16,28,34,13,16,28,22,22,34,53,100,66]",1582223494,"Image pack, Site links, Reviews"
estimated delivery,7,7,40,62.97,0.00,http://www.atelierdugobelet.fr/en/estimated-shipping-time,0,0,0.00,0,615000000,"[14,57,14,14,57,14,57,14,14,29,14,100]",1582896916,"Knowledge panel, Image pack, Reviews, Video Carousel"
image biere anniversaire,83,83,50,83.54,0.00,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0.2,8160000,"[0,0,0,20,40,20,20,20,100,20,20,60]",1584302567,"Image pack, Reviews"
gabarit photoshop,70,70,70,59.45,0.67,http://www.atelierdugobelet.fr/fr/fiches-techniques-gabarits,0,0,0.00,0.09,223000,"[14,14,57,14,57,100,14,14,43,14,14,14]",1583171478,"Site links, Reviews, Video Carousel"
60 cl en l,34,34,2900,77.06,0.00,http://www.atelierdugobelet.fr/fr/393-gobelets-reutilisable-50cl-60cl,0,0,0.00,0,1950000000,"[100,54,35,44,35,30,35,44,67,67,54,67]",1584623722,"Instant answer, Reviews, People also ask"
porte verre atelier,14,14,70,82.08,0.00,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,37000000,"[20,40,20,20,20,20,80,20,100,20,20,20]",1583959385,"Image pack, Reviews, Shopping ads, Video Carousel"
cup holder,17,17,170,85.55,0.00,http://www.atelierdugobelet.fr/en/398-cup-holder,0,0,0.00,0.79,337000000,"[67,52,67,52,81,67,100,81,100,81,81,100]",1583708547,"Image pack, Reviews, Video Carousel"
l atelier evenementiel,23,23,70,60.03,0.00,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0.03,14500000,"[0,0,0,0,0,20,60,20,20,60,100,80]",1583640350,"Local pack, Reviews"
bracelet en vinyle,12,12,40,56.66,0.00,http://www.atelierdugobelet.fr/fr/413-bracelet,0,0,0.00,1,2380000,"[50,25,25,25,25,25,75,25,50,25,25,100]",1582653486,"Image pack, Reviews"
tableau empreinte mariage,36,36,320,74.41,0.11,http://www.atelierdugobelet.fr/fr/photo-sur-toile/1496-arbre-a-empreintes.html,0,0,0.00,1,91,"[15,24,36,44,66,66,81,100,66,36,19,19]",1583607806,"Image pack, Reviews, Video Carousel"
badge plastique personnalisé,97,97,50,58.85,0.94,http://www.atelierdugobelet.fr/fr/411-badge,0,0,0.00,0.95,587000,"[11,11,11,11,11,11,11,11,33,100,33,11]",1584004250,"Local pack, Image pack, Site links, Reviews"
cl gobelet plastique,36,36,50,74.67,0.00,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,93,"[100,14,14,29,57,29,14,14,57,43,14,14]",1584541304,"Image pack, Site links, Reviews"
sous bocks personnalisés,54,54,50,61.16,1.56,http://www.atelierdugobelet.fr/fr/sous-bocks-personnalises/61-sous-bock-carton.html,0,0,0.00,1,141000,"[33,78,56,56,44,78,44,78,100,100,56,44]",1583101132,"Image pack, Site links, Reviews"
acheter verres pas cher,87,87,40,86.47,0.00,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0,84800000,"[33,33,33,100,0,33,0,33,0,100,33,0]",1584002206,"Local pack, Image pack, Site links, Reviews, Shopping ads"
j standard,51,51,50,71.93,0.00,http://www.atelierdugobelet.fr/fr/390-delai-j10-j15-standard,0,0,0.00,0,3350000000,"[20,0,20,100,0,20,0,20,0,0,0,20]",1584265153,"Image pack, Site links, Reviews, Video, Video Carousel"
decapsuleur personnalisable,87,87,260,70,0.67,http://www.atelierdugobelet.fr/fr/decapsuleur-rond-personnalise/4-porte-cles-decapsuleur-acrylique-personnalise.html,0,0,0.00,1,260000,"[82,67,54,28,36,100,44,36,82,82,82,54]",1584102268,"Image pack, Reviews"
autocollant tissu,55,55,140,80.37,0.20,http://www.atelierdugobelet.fr/fr/badge-magnet/1288-badge-tissu-autocollant.html,0,0,0.00,1,3780000,"[67,52,67,67,81,67,67,100,67,67,81,67]",1583763514,"Image pack, Reviews, Video Carousel"
briquet decapsuleur,82,82,140,59.27,0.13,http://www.atelierdugobelet.fr/fr/atelier-du-gobelet/222-briquet-electronique-decapsuleur.html,0,0,0.00,1,23900,"[43,43,43,33,43,43,67,67,67,81,81,100]",1582588854,"Image pack, Reviews, Video Carousel"
but mes commandes,53,53,140,87.87,0.00,http://www.atelierdugobelet.fr/faq,0,0,0.00,0,20400000,"[65,65,82,53,41,82,65,82,100,82,100,82]",1584320807,Reviews
porte cle decapsuleur a personnaliser,74,74,50,66.64,0.70,http://www.atelierdugobelet.fr/fr/decapsuleur-rond-personnalise/4-porte-cles-decapsuleur-acrylique-personnalise.html,0,0,0.00,0.99,166000,"[0,0,0,0,20,100,20,20,20,100,20,20]",1583962168,"Image pack, Site links, Reviews, AdWords bottom, Shopping ads, Video Carousel"
objet réutilisable,77,77,170,68.07,0.10,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,1,3290000,"[44,28,34,34,44,28,44,66,66,81,100,100]",1584309754,"Image pack, Reviews"
texte explicatif arbre a empreinte,32,32,90,74.56,0.00,http://www.atelierdugobelet.fr/fr/photo-sur-toile/1496-arbre-a-empreintes.html,0,0,0.00,0,31,"[0,50,50,25,25,25,75,25,100,25,0,0]",1583413539,"Image pack, Reviews"
gilet publicitaire,35,35,50,51.01,0.61,http://www.atelierdugobelet.fr/it/accessoire-vehicule/15276-gilet-de-securite-publicitaire.html,0,0,0.00,1,2080000,"[29,29,57,57,100,14,29,29,14,14,14,14]",1583243373,"Image pack, Reviews, AdWords top, AdWords bottom, Shopping ads"
badge 25mm,17,17,170,65.27,0.70,http://www.atelierdugobelet.fr/fr/bage-bouton-avec-epingle/1532-badge-rond-personnalise.html,0,0,0.00,1,9670000,"[42,54,65,65,65,81,100,65,65,65,81,65]",1583817826,"Image pack, Site links, Reviews, AdWords bottom, Shopping ads, Video Carousel"
bracelet floqué,74,74,50,68.16,0.49,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0.96,74200,"[11,22,11,78,11,33,11,11,11,11,100,33]",1584446329,"Image pack, Site links, Reviews, Video"
goblet illustration,13,13,40,64.73,0.00,http://www.atelierdugobelet.fr/fr/fiches-techniques-gabarits,0,0,0.00,0,19100000,"[0,0,0,0,0,0,0,33,0,0,100,67]",1583257713,"Image pack, Video"
