Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword
gobelet a biere,46,46,170,72.49,0.22,https://cupkiller.com/,0,0,0.00,1,94200,"[42,42,100,100,81,81,65,54,65,42,35,65]",1584529591,"Image pack, Reviews, Shopping ads"
gobelets 50 cl plastique,22,22,70,74.42,0.18,https://cupkiller.com/fr/gobelet-vierge-50-cl/1108-gobelet-translucide-50cl-sans-impression.html,0,0,0.00,1,87,"[33,33,33,33,33,33,33,33,100,33,33,33]",1584408126,"Image pack, Site links, Reviews, Video, AdWords top, Shopping ads"
verre a biere jetable pas cher,57,57,40,65.66,0.42,https://cupkiller.com/,0,0,0.00,1,73,"[0,0,0,0,0,0,0,0,50,50,100,50]",1582235197,"Local pack, Image pack, Site links, Reviews, AdWords top"
savoir faire o que é,91,0,50,87.77,0.00,https://cupkiller.com/fr/content/15-faq,0,0,0.00,0,234000000,"[0,0,0,0,100,0,0,100,0,100,0,0]",1584592848,"Instant answer, Image pack, Video"
verre de vin personnalisé,24,24,140,70.64,0.58,https://cupkiller.com/fr/verres-personnalises/1354-verre-personnalise-cabernet-37cl.html,0,0,0.00,1,12200000,"[12,12,12,12,15,19,15,12,15,19,66,100]",1583729945,"Image pack, Site links, Reviews, Image, Video Carousel"
drapeau photo personnalisé,24,24,90,71.33,0.35,https://cupkiller.com/fr/gobelet-preset/1282-gobelet-personnalise-25cl-fete-nationale-drapeau-qualite-photo.html,0,0,0.00,1,1060000,"[67,33,33,33,33,33,33,33,33,100,100,33]",1583043026,"Image pack, Reviews, Video, Shopping ads"
greencup avis,10,10,50,81.89,0.50,https://cupkiller.com/,0,0,0.00,0.62,62,"[0,14,29,29,14,29,100,14,14,14,14,14]",1584624341,"Knowledge panel, Image pack, Site links, Reviews, Video"
recette tarte tatin le meilleur patissier,57,57,50,84.18,0.00,https://cupkiller.com/actu//le-meilleur-patissier-2017,0,0,0.00,0,69000,"[100,33,11,11,0,0,78,0,0,11,0,0]",1583391848,"Image pack, Reviews, Video, Image, Video Carousel"
grand verre plastique,44,44,40,74.13,0.25,https://cupkiller.com/,0,0,0.00,1,34200000,"[57,100,14,57,14,14,29,14,14,43,29,14]",1582571058,"Image pack, Site links, Reviews, Shopping ads"
тритан,34,34,50,69.6,0.00,https://cupkiller.com/fr/promotions/1019-summertime-s-tritan.html,0,0,0.00,0,14900000,"[50,50,50,0,50,100,50,100,50,50,50,50]",1584498892,"Knowledge panel, Reviews"
canard duchene brut prix,67,67,40,77.97,0.00,https://cupkiller.com/fr/coffrets/1402-coffret-champagne-canard-duchene.html,0,0,0.00,1,73,"[14,100,14,14,29,29,14,43,57,14,100,14]",1583325678,"Image pack, Site links, Reviews, Featured snippet"
gobelet bambou personnalisable,82,82,110,62.33,0.78,https://cupkiller.com/,0,0,0.00,1,85,"[33,24,24,52,81,100,67,67,67,81,52,43]",1584206667,"Image pack, Reviews"
verre gobelet,19,19,210,84.7,0.23,https://cupkiller.com/,0,0,0.00,1,5750000,"[28,44,44,44,44,44,54,44,54,67,100,67]",1584275216,"Image pack, Site links, Reviews"
fabrication avec gobelet en plastique,74,74,40,82.1,0.00,https://cupkiller.com/,0,0,0.00,0,912000,"[0,25,25,25,75,0,0,0,25,25,75,100]",1584380461,"Image pack, Video, Video Carousel"
rubik's cube personnalisé,68,68,260,58.25,0.40,https://cupkiller.com/fr/actu//des-gobelets-cupkiller-aux-championnats-de-france-de-speedcubing-2018,0,0,0.00,1,96,"[67,54,54,54,67,54,44,54,54,44,100,82]",1584033597,"Image pack, Reviews, Video"
verres incassables polycarbonate,89,89,50,59.95,0.00,https://cupkiller.com/de/actu//la-revolution-des-verres-incassables,0,0,0.00,1,89,"[20,80,40,100,20,40,20,20,20,20,20,20]",1584512684,"Image pack, Reviews, Video, AdWords top, AdWords bottom"
délai de livraison vistaprint,61,61,50,69.64,2.12,https://cupkiller.com/,0,0,0.00,0.14,85,"[79,100,7,79,14,7,7,7,7,7,7,7]",1583211812,"Image pack, Reviews, Featured snippet, AdWords top"
gobelet polycarbonate,29,29,40,72.18,0.51,https://cupkiller.com/,0,0,0.00,1,96,"[22,78,78,33,11,56,11,100,22,11,11,11]",1583944952,"Image pack, Reviews, Video"
eco gobelets com,7,7,40,62,1.56,https://cupkiller.com/,0,0,0.00,0.75,901000,"[11,100,11,11,11,44,11,22,11,11,11,11]",1582568411,"Image pack, Site links, Reviews, AdWords top"
verre à vin sérigraphié,27,27,40,50.66,0.54,https://cupkiller.com/fr/verres-personnalises-plastique/1377-verre-a-vin-plastique-personnalise-syrah.html,0,0,0.00,1,1370000,"[29,100,29,14,14,29,14,14,14,14,29,14]",1583417414,"Image pack, Reviews"
verre a eau de couleur,54,54,50,84.81,0.11,https://cupkiller.com/fr/promotions/1021-verre-a-eau-diamond-tritan.html,0,0,0.00,1,42600000,"[100,3,3,3,3,10,3,18,3,3,5,3]",1583597559,"Local pack, Image pack, Reviews"
image coupe de vin,91,91,90,73.43,0.00,https://cupkiller.com/fr/verres-personnalises-plastique/1377-verre-a-vin-plastique-personnalise-syrah.html,0,0,0.00,0,1250000000,"[22,33,22,11,33,0,11,100,11,11,0,56]",1582208892,"Image pack, Reviews"
verre a vin opaque blanc,21,21,50,78.99,0.20,https://cupkiller.com/fr/produit-back-office/842-frais-technique-verre-a-vin-sky-blanc-opaque.html,0,0,0.00,1,252000,"[14,14,14,14,14,14,14,71,43,100,14,100]",1582851626,"Image pack, Reviews, AdWords bottom, Shopping ads"
verre 50 ans,70,70,70,68.71,0.11,https://cupkiller.com/fr/noces/1005-gobelet-personnalisable-noce-d-or-50-ans.html,0,0,0.00,1,76600000,"[11,22,11,22,11,11,11,22,100,44,78,22]",1582907948,"Image pack, Reviews, Shopping ads"
tasse à café réutilisable personnalisé,22,22,70,63.42,0.69,https://cupkiller.com/,0,0,0.00,1,91,"[20,40,20,20,60,20,20,100,40,20,20,80]",1583660318,"Image pack, Site links, Reviews, Shopping ads"
gobelet combien de cl,41,41,70,74.72,0.00,https://cupkiller.com/,0,0,0.00,0,96,"[20,20,20,40,100,20,40,20,40,20,20,40]",1583987470,"Image pack, Site links, Reviews, Featured snippet, Image"
image gobelet café,51,51,50,81.73,0.00,https://cupkiller.com/,0,0,0.00,1,4230000,"[20,60,80,20,20,20,40,20,20,40,100,40]",1583536945,"Image pack, Reviews, Video, Shopping ads, Video Carousel"
gobelet 33cl carrefour,35,35,70,88.84,0.00,https://cupkiller.com/,0,0,0.00,1,64,"[0,0,14,100,29,14,14,14,29,43,14,14]",1583646185,"Image pack, Site links, Reviews"
verre en verre vert mojito,83,83,70,86.51,0.00,https://cupkiller.com/fr/mojito-personnalise-pp/1178-verre-mojito-personnalise-pp.html,0,0,0.00,0,491000,"[0,0,0,0,0,100,0,0,0,0,0,0]",1583404084,"Image pack, Reviews, Video, Image"
ou acheter des verres,85,85,70,87.84,0.16,https://cupkiller.com/,0,0,0.00,1,124000000,"[100,3,3,3,3,5,13,8,3,3,23,3]",1583490161,"Local pack, Site links, Reviews, Shopping ads"
gobelet soiree,91,0,50,73.95,0.00,https://cupkiller.com/fr/st-patrick/1156-gobelet-personnalise-qualite-photo-50cl.html,0,0,0.00,1,1200000,"[25,75,25,25,25,50,25,25,25,25,100,25]",1584619406,"Image pack, Site links, Reviews, Shopping ads, Video Carousel"
bon de réduction atelier du gobelet,25,25,50,78.19,0.86,https://cupkiller.com/,0,0,0.00,0.1,841000,"[14,29,14,14,100,14,14,29,57,29,71,14]",1584340412,"Image pack, Reviews, FAQ"
fabriquer un porte verre à pied,69,69,90,83.72,0.00,https://cupkiller.com/,0,0,0.00,0.55,2040000,"[25,25,25,25,50,25,100,50,25,50,25,25]",1583508579,"Image pack, Reviews, Video, Shopping ads, Video Carousel"
gobelet plastique maroc,13,13,50,58.57,0.00,https://cupkiller.com/fr/mariage/974-gobelet-personnalisable-mariage-marocain.html,0,0,0.00,0.67,84300,"[0,0,100,20,60,0,20,0,40,20,20,20]",1582942537,"Image pack, Reviews, Video, Shopping ads"
verre martini,90,93,1300,81.58,0.27,https://cupkiller.com/fr/promotions/1026-verre-martini-bond-tritan.html,0,0,0.00,1,3830000,"[46,53,53,53,53,84,100,84,68,84,100,68]",1584594453,"Image pack, Reviews, Image"
jeu avec verre plastique,60,60,50,70.23,0.00,https://cupkiller.com/,0,0,0.00,0.29,28700000,"[0,0,50,50,50,50,100,50,50,100,100,50]",1582252248,"Image pack, Reviews, Video, Shopping ads"
festival en othe,68,68,390,77.08,0.00,https://cupkiller.com/fr/actu/blog/direction-le-departement-de-laube-avec-le-festival-aix-en-othe,0,0,0.00,0,84,"[7,7,11,11,21,38,100,7,4,5,6,7]",1584014422,"Knowledge panel, Site links, Reviews, Video, Video Carousel"
verre a shot personnalisé,46,46,90,68.03,0.33,https://cupkiller.com/,0,0,0.00,1,98,"[5,5,5,43,24,43,5,33,5,5,100,52]",1582677157,"Image pack, Reviews"
plastique dur recyclable,96,96,50,77.82,0.68,https://cupkiller.com/,0,0,0.00,0.16,1050000,"[25,50,50,25,25,50,25,25,100,25,25,25]",1583924446,"Image pack, Video Carousel, People also ask"
image multicolore,58,58,590,89.49,0.00,https://cupkiller.com/fr/gobelet-a-personnaliser-33-cl-impression-quadri-multicolore/1145-gobelet-personnalise-qualite-photo-33cl.html,0,0,0.00,0.16,25300000,"[30,44,44,36,55,82,100,82,100,100,82,100]",1584270359,"Image pack, Reviews, Image"
chope bière avec photo,82,82,50,65.48,0.00,https://cupkiller.com/fr/promotions/1031-chope-bieremug-ps.html,0,0,0.00,0.75,722000,"[11,11,11,56,11,11,22,11,11,100,22,78]",1584175441,"Image pack, Reviews, Video"
lot gourde pas cher,29,29,50,74.68,0.34,https://cupkiller.com/,0,0,0.00,1,86,"[0,0,0,0,0,0,0,0,0,0,14,100]",1583027443,"Image pack, Reviews"
impression photo sur plastique,92,92,50,74.5,1.13,https://cupkiller.com/fr/verres-personnalises-plastique/1376-verre-a-eau-plastique-personnalise-pure.html,0,0,0.00,1,41200000,"[100,25,25,25,25,75,25,50,25,25,25,25]",1583857713,"Site links, Reviews, Video Carousel"
contenance flute,93,93,90,73.1,0.00,https://cupkiller.com/fr/promotions/1022-flute-prestige-tritan.html,0,0,0.00,0.76,67800,"[33,11,11,44,22,11,100,11,11,11,33,11]",1582850809,"Image pack, Reviews, Shopping ads, People also ask"
vistaprint délai livraison,49,49,110,83.41,1.84,https://cupkiller.com/,0,0,0.00,0.14,95,"[100,79,100,64,79,50,36,36,100,64,79,79]",1584001972,"Image pack, Reviews, Featured snippet, AdWords top"
gobelet en plastique rose,33,33,50,69.6,0.00,https://cupkiller.com/fr/gobelet-vierge-25-cl/1116-gobelet-rose-opaque-25cl-sans-impression.html,0,0,0.00,1,634000,"[14,14,14,14,14,57,29,100,14,0,14,14]",1582438847,"Image pack, Site links, Reviews, Video"
impression sur verre à vin,12,12,50,57.09,0.60,https://cupkiller.com/fr/verres-personnalises-plastique/1377-verre-a-vin-plastique-personnalise-syrah.html,0,0,0.00,1,10500000,"[14,14,29,100,29,14,14,14,43,14,14,43]",1584298776,"Image pack, Reviews"
dancehall lyon,33,33,170,69.52,0.00,https://cupkiller.com/actu//sean-paul-legende-du-reggae-dancehall-a-debarque-a-lyon-chez-notre-partenaire-du-transbordeur-,0,0,0.00,0.01,581000,"[54,65,65,65,65,81,81,100,54,65,65,65]",1584655284,"Knowledge panel, Image pack, Site links, Video"
fabrication jetons personnalisés,13,13,90,52.14,0.79,https://cupkiller.com/fr/84-jetons-personnalises,0,0,0.00,1,275000,"[11,11,56,100,100,11,11,11,11,44,56,11]",1583104149,"Image pack, Site links, Reviews, AdWords top, Shopping ads"
coffret verre a vin,42,42,170,82.04,0.40,https://cupkiller.com/fr/coffrets/1400-coffret-vin-cotes-du-rhone.html,0,0,0.00,1,4160000,"[12,12,12,8,19,15,12,12,15,24,66,100]",1583513858,"Image pack, Site links, Reviews"
impression sur verre à boire,12,12,70,51.82,0.49,https://cupkiller.com/fr/verres-personnalises-plastique/1377-verre-a-vin-plastique-personnalise-syrah.html,0,0,0.00,1,10300000,"[25,25,50,25,100,25,25,50,75,25,25,25]",1582782726,"Image pack, Site links, Reviews, Video Carousel"
12 cl en g,94,94,880,83.93,0.00,https://cupkiller.com/fr/139-gobelet-vierge-12-cl,0,0,0.00,0,1080000000,"[59,72,72,88,72,72,72,72,88,88,100,100]",1584516286,"Reviews, Featured snippet, People also ask"
gobelet jetable mariage,77,77,50,75.09,0.20,https://cupkiller.com/,0,0,0.00,1,341000,"[44,44,100,11,22,56,33,56,11,11,22,11]",1584460670,"Local pack, Image pack, Site links, Reviews, Shopping ads"
raid aventure lannion,28,28,50,70.47,0.00,https://cupkiller.com/fr/actu/blog/un-week-end-athletique-pour-les-gobelets-de-lenssat-raid-aventure-,0,0,0.00,0,44,"[0,0,20,100,0,0,0,40,40,40,0,40]",1584364056,"Image pack, Site links, Video Carousel"
shaker personnalisé,50,50,170,66.73,0.37,https://cupkiller.com/fr/verres-personnalises/1356-verre-personnalise-shaker-37cl.html,0,0,0.00,1,1580000,"[53,53,44,34,53,44,34,53,53,81,100,53]",1584158442,"Image pack, Reviews, Shopping ads"
verre bapteme personnalisé,48,48,70,64.34,0.00,https://cupkiller.com/,0,0,0.00,1,91,"[33,67,33,100,33,33,33,33,33,33,33,33]",1583679887,"Image pack, Site links, Reviews"
tritan,52,49,2400,69.5,0.51,https://cupkiller.com/fr/promotions/1019-summertime-s-tritan.html,0,0,0.00,0.04,10200000,"[36,53,53,53,67,81,67,81,81,100,67,67]",1584577966,"Knowledge panel, Reviews, Featured snippet, Video Carousel"
noce d argent texte,40,40,70,65,0.00,https://cupkiller.com/fr/noces/1002-gobelet-personnalisable-noce-d-argent-25-ans.html,0,0,0.00,0.05,300000,"[14,14,14,14,14,57,43,14,100,14,14,14]",1582372903,"Site links, Reviews, Featured snippet"
gobelet plastique americain,31,31,40,72.57,0.31,https://cupkiller.com/,0,0,0.00,1,38700,"[50,50,50,50,50,50,50,50,100,50,50,50]",1582683074,"Image pack, Reviews, AdWords bottom, Shopping ads, Video Carousel"
poker saint martin,73,73,50,73.35,0.00,https://cupkiller.com/fr/actu//cupkiller-participe-a-l-open-de-poker-,0,0,0.00,0,14000000,"[22,11,100,11,11,11,22,78,11,0,11,11]",1582794550,"Local pack, Image pack, Reviews, Video Carousel"
gobelets americains plastique,30,30,70,82.04,0.00,https://cupkiller.com/,0,0,0.00,1,90,"[33,33,33,33,100,33,67,33,33,33,33,33]",1584515193,"Image pack, Reviews, Video, Shopping ads"
marché de noel perrache,94,94,590,81.65,0.00,https://cupkiller.com/fr/actu/blog/les-gobelets-personnalises-cupkiller-au-marche-de-noel,0,0,0.00,0.05,11200,"[0,0,0,0,0,0,0,0,3,43,100,2]",1584271742,"Knowledge panel, Image pack, Reviews, Video, Video Carousel"
delai livraison vistaprint,31,31,140,82.61,1.99,https://cupkiller.com/,0,0,0.00,0.15,75,"[82,100,82,82,100,41,65,82,65,82,100,65]",1584165172,"Image pack, Reviews, Featured snippet, AdWords top, FAQ"
rimini italy images,59,59,50,76.26,0.00,https://cupkiller.com/fr/actu/blog/cupkiller-sous-le-soleil-de-rimini,0,0,0.00,0,43300000,"[100,14,14,14,43,0,14,0,14,14,0,0]",1583223784,"Image pack, Reviews, Video"
verre personnalisé professionnel,46,46,90,59.55,0.79,https://cupkiller.com/fr/verres-personnalises-plastique/1377-verre-a-vin-plastique-personnalise-syrah.html,0,0,0.00,0.98,2840000,"[14,71,14,14,29,14,43,100,57,57,29,14]",1583134761,"Image pack, Reviews"
verre blanc plastique,13,13,70,54.43,0.00,https://cupkiller.com/fr/promotions/1028-verre-a-pieds-sky-blanc-opaque-tritan.html,0,0,0.00,1,109000000,"[100,50,25,75,25,50,25,75,25,25,25,25]",1582710651,"Image pack, Site links, Reviews"
champagne duchene,67,67,90,73.16,0.29,https://cupkiller.com/fr/coffrets/1402-coffret-champagne-canard-duchene.html,0,0,0.00,1,348000,"[34,22,22,22,22,22,28,28,22,28,22,100]",1582831296,"Local pack, Image pack, Site links, Reviews, Shopping ads, Video Carousel"
verre a pied orange,70,70,70,76.7,0.00,https://cupkiller.com/fr/promotions/1028-verre-a-pieds-sky-blanc-opaque-tritan.html,0,0,0.00,1,26100000,"[20,20,20,40,20,20,100,60,20,20,20,20]",1583525315,"Image pack, Reviews, Shopping ads"
tour de cou ecocup,8,8,50,63.59,0.50,https://cupkiller.com/fr/accessoires/296-porte-gobelets-tour-de-cou.html,0,0,0.00,1,97,"[80,80,20,40,60,20,60,20,20,20,100,20]",1583702120,"Image pack, Site links, Reviews"
photo multicolore,74,0,210,90.81,0.00,https://cupkiller.com/fr/gobelet-a-personnaliser-33-cl-impression-quadri-multicolore/1145-gobelet-personnalise-qualite-photo-33cl.html,0,0,0.00,0.35,25900000,"[34,53,44,44,53,81,81,81,81,81,100,100]",1584633469,"Image pack, Reviews, Image"
goblet a biere,18,18,40,69.26,0.00,https://cupkiller.com/,0,0,0.00,1,83000,"[100,20,20,40,20,20,20,20,20,40,40,40]",1582994564,"Image pack, Site links, Reviews, Shopping ads, Video Carousel"
verres de couleur à pied,51,51,110,87.38,0.19,https://cupkiller.com/fr/promotions/1028-verre-a-pieds-sky-blanc-opaque-tritan.html,0,0,0.00,1,6540000,"[33,43,43,43,33,33,43,43,43,81,100,52]",1584163909,"Image pack, Reviews, Shopping ads"
25 cl en l,51,48,3600,79.91,0.00,https://cupkiller.com/fr/gobelet-vierge-25-cl/1120-gobelet-vert-opaque-25cl-sans-impression.html,0,0,0.00,0,2160000000,"[82,82,66,82,66,55,66,66,82,82,82,100]",1584602274,"Instant answer, Reviews, People also ask"
gourde velo,83,83,590,81.94,0.19,https://cupkiller.com/fr/gourdes-thematiques/1344-gourde-personnalisee-velo.html,0,0,0.00,1,182000,"[26,39,59,59,72,100,88,72,48,48,72,39]",1584329225,"Image pack, Site links, Reviews, Video Carousel"
a rose png,22,22,90,76.59,0.00,https://cupkiller.com/fr/gobelet-vierge-25-cl/1116-gobelet-rose-opaque-25cl-sans-impression.html,0,0,0.00,0,3820000000,"[0,0,0,0,0,0,0,0,100,100,0,0]",1583666241,"Image pack, Reviews"
50 cl,99,99,1300,84.51,0.00,https://cupkiller.com/fr/gobelet-vierge-50-cl/1108-gobelet-translucide-50cl-sans-impression.html,0,0,0.00,0.18,1960000000,"[81,81,81,81,81,81,81,81,81,100,100,100]",1584054130,"Instant answer, Image pack, Reviews, People also ask"
verre personnalisé avec prenom,15,15,70,58.64,0.57,https://cupkiller.com/,0,0,0.00,1,10700000,"[11,11,11,11,11,22,22,11,100,56,22,11]",1582722232,"Image pack, Site links, Reviews, AdWords bottom, Shopping ads"
50cl 50cl,22,22,210,78.64,0.00,https://cupkiller.com/fr/gobelet-a-personnaliser-50-cl-impression-quadri-multicolore/1147-gobelet-personnalise-qualite-photo-50cl.html,0,0,0.00,0.14,8300000,"[81,81,100,65,100,100,100,81,81,81,81,54]",1583799799,Reviews
gobelet rouge plastique,22,22,90,76.63,0.27,https://cupkiller.com/fr/gobelet-vierge-25-cl/1117-gobelet-rouge-opaque-25cl-sans-impression.html,0,0,0.00,1,921000,"[11,11,11,11,11,11,100,22,33,22,22,22]",1584086716,"Local pack, Image pack, Site links, Reviews, Shopping ads, Video Carousel"
50 cl en l,81,88,8100,84.48,0.00,https://cupkiller.com/fr/gobelet-vierge-50-cl/1108-gobelet-translucide-50cl-sans-impression.html,0,0,0.00,0,1870000000,"[82,82,67,82,67,55,67,67,82,82,82,100]",1584647801,"Instant answer, Reviews, People also ask"
gobelet plastique ecole maternelle,25,25,70,78.33,0.00,https://cupkiller.com/,0,0,0.00,1,145000,"[0,0,0,0,0,0,100,29,14,71,14,71]",1584534859,"Image pack, Site links, Reviews"
escape game la grande evasion,89,89,70,62.72,0.24,https://cupkiller.com/fr/actu/blog/la-grande-evasion-des-gobelets-reutilisables-personnalises-doperation-escape,0,0,0.00,0.18,3730000,"[100,33,33,33,67,33,33,67,100,33,67,33]",1583195961,"Knowledge panel, Image pack, Site links, Reviews, Video, Video Carousel"
verre a eau,56,56,1900,86.47,0.17,https://cupkiller.com/fr/verres-personnalises/1359-verre-a-eau-personnalise-lounge.html,0,0,0.00,1,135000000,"[30,30,30,30,30,36,36,36,43,66,100,55]",1584554539,"Local pack, Image pack, Reviews, Video Carousel"
chausson personnalisé,54,54,880,63.78,0.27,https://cupkiller.com/fr/naissance/993-gobelet-personnalisable-naissance-chaussons.html,0,0,0.00,1,246000,"[17,13,13,17,13,11,13,20,30,66,100,20]",1584446288,"Image pack, Reviews"
gobelet plastique orange,24,24,40,73.18,0.00,https://cupkiller.com/fr/gobelet-a-personnaliser-25-cl-impression-quadri-multicolore/1051-gobelet-personnalise-orange-qualite-photo-25cl.html,0,0,0.00,1,2700000,"[33,33,100,67,33,33,33,33,33,33,67,33]",1584249519,"Image pack, Site links, Reviews, AdWords bottom, Shopping ads, Video Carousel"
flute plastique,24,0,320,80.56,0.28,https://cupkiller.com/fr/verres-personnalises-plastique/1378-flute-a-champagne-plastique-personnalise-effervescence.html,0,0,0.00,1,1380000,"[54,54,67,82,82,67,54,82,100,82,82,82]",1584572417,"Image pack, Reviews, Shopping ads"
gourde de basket,13,13,70,69.76,0.00,https://cupkiller.com/fr/gourdes-thematiques/1298-gourdes-personnalisees-basketteur.html,0,0,0.00,1,1920000,"[56,22,100,11,11,33,56,11,11,22,11,11]",1583065334,"Image pack, Site links, Reviews, Shopping ads"
festival en othe 2018,45,45,50,76.51,0.00,https://cupkiller.com/fr/actu/blog/direction-le-departement-de-laube-avec-le-festival-aix-en-othe,0,0,0.00,0,59,"[11,44,11,100,11,44,11,11,78,22,22,11]",1583116431,"Image pack, Site links, Reviews, Video Carousel"
tour de cou vierge,64,64,40,63.18,1.50,https://cupkiller.com/fr/138-accessoires,0,0,0.00,1,5240000,"[0,0,0,0,0,0,0,0,0,0,0,100]",1582633537,"Image pack, Reviews, AdWords bottom"
tube beertender réutilisable,37,37,170,81.1,0.29,https://cupkiller.com/1_fr_0_sitemap.xml,0,0,0.00,1,62,"[10,10,15,15,15,23,44,67,44,44,35,100]",1583543540,"Image pack, Site links, Reviews, Video, AdWords bottom, Shopping ads"
verre de mojito,45,45,140,83.2,0.00,https://cupkiller.com/fr/mojito-personnalise-pp/1291-verre-mojito-translucide-personnalise-blanc-pp.html,0,0,0.00,1,1290000,"[13,22,34,34,34,66,100,81,53,34,28,44]",1583806530,"Image pack, Reviews, Image, Video Carousel"
