Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword
porte eco cup,6,6,50,57.22,0.67,https://cupkiller.com/,0,0,0.00,0.96,6010000,"[67,33,33,33,33,33,33,100,67,33,67,100]",1582577901,"Image pack, Site links, Reviews"
verre a biere plastique dur,18,18,40,66.67,0.31,https://cupkiller.com/,0,0,0.00,1,74,"[0,0,0,0,0,0,0,0,0,0,100,100]",1583331083,"Image pack, Site links, Reviews, Video"
cup prix,17,17,170,82.09,0.23,https://cupkiller.com/,0,0,0.00,0.99,191000000,"[81,81,100,81,54,65,65,54,54,54,54,42]",1584030898,"Image pack, Site links, Reviews, Featured snippet, AdWords bottom, Video Carousel"
shaker cocktail personnalisé,52,52,50,64.37,0.40,https://cupkiller.com/fr/verres-personnalises/1356-verre-personnalise-shaker-37cl.html,0,0,0.00,1,215000,"[14,14,57,43,43,100,14,14,14,14,14,14]",1583257123,"Image pack, Reviews"
verre a bière personnalisé,39,39,40,56.44,1.57,https://cupkiller.com/fr/verres-personnalises/1356-verre-personnalise-shaker-37cl.html,0,0,0.00,1,597000,"[3,2,13,3,1,1,5,3,100,2,3,1]",1582366641,"Image pack, Reviews"
ibiza rose,88,88,90,71.12,0.00,https://cupkiller.com/fr/evjf-evg/976-gobelet-personnalisable-evjf-ibiza-rose.html,0,0,0.00,0.16,30900000,"[33,33,33,67,100,33,67,33,33,67,33,33]",1583466069,"Image pack, Site links, Reviews"
noce de carton,58,58,140,76.75,0.00,https://cupkiller.com/fr/noces/1005-gobelet-personnalisable-noce-d-or-50-ans.html,0,0,0.00,0,550000,"[43,33,43,52,81,67,100,100,67,52,43,52]",1583060335,"Image pack, Site links, Reviews, Video, Video Carousel"
verre eau couleur,49,49,50,82.59,0.18,https://cupkiller.com/fr/verres-personnalises/1359-verre-a-eau-personnalise-lounge.html,0,0,0.00,1,54300000,"[50,75,50,25,25,25,50,25,25,75,25,100]",1582726990,"Image pack, Reviews, Video Carousel"
evjf ibiza,32,32,140,48.84,0.28,https://cupkiller.com/fr/evjf-evg/976-gobelet-personnalisable-evjf-ibiza-rose.html,0,0,0.00,0.29,85,"[67,43,52,52,52,52,67,67,81,100,67,67]",1583249351,"Image pack, Reviews, AdWords bottom, Video Carousel"
reperkusound,73,76,4400,81.26,0.00,https://cupkiller.com/fr/actu/blog/des-gobelets-personnalises-qui-pulsent-aux-reperkusound-13,0,0,0.00,0,85,"[24,45,100,4,2,1,1,2,3,7,11,16]",1584602561,"Knowledge panel, Image pack, Site links, Tweet, Video Carousel"
couleur personnalisé,38,38,90,66.82,0.00,https://cupkiller.com/fr/gobelet-a-personnaliser-25-cl-impression-serigraphie-1-couleur/1060-gobelet-personnalise-orange-1-couleur-25cl.html,0,0,0.00,0.86,172000000,"[50,50,50,50,50,100,50,50,50,50,50,50]",1584160044,"Image pack, Reviews"
coffret biere plus verre,37,37,90,70.21,0.51,https://cupkiller.com/fr/coffrets/1392-coffret-biere-mange-soif.html,0,0,0.00,1,2740000,"[25,75,25,25,25,50,25,100,25,25,25,25]",1583129510,"Image pack, Reviews"
centre cousteau,18,18,70,66.59,0.00,https://cupkiller.com/fr/actu/blog/le-centre-cousteau-commande-des-gobelets-personnalises-pour-ses-nouveaux-locaux,0,0,0.00,0,90,"[33,100,11,11,11,11,11,44,22,11,33,44]",1582913880,"Knowledge panel, Image pack, Video, Video Carousel"
ecocup concert,10,10,50,55.12,0.00,https://cupkiller.com/,0,0,0.00,0,42700,"[0,0,0,0,0,0,0,0,0,100,50,50]",1582507559,"Image pack, Site links, Reviews, Video"
chronomètre de rubik's cube,73,73,70,67.77,0.17,https://cupkiller.com/fr/actu//des-gobelets-cupkiller-aux-championnats-de-france-de-speedcubing-2018,0,0,0.00,0.79,6380,"[14,100,29,14,14,14,14,29,29,43,14,14]",1582719826,"Image pack, Reviews, Video"
verre tube plastique,51,51,110,66.63,0.59,https://cupkiller.com/,0,0,0.00,1,13100000,"[82,53,65,100,82,65,100,53,53,53,41,53]",1583708575,"Image pack, Site links, Reviews, Video Carousel"
ecoverre,77,77,320,72.15,0.74,https://cupkiller.com/,0,0,0.00,0.35,77,"[67,81,81,81,100,100,81,44,81,67,54,35]",1584050601,"Image pack, Site links, Reviews, Video, Video Carousel"
50 ans noces,55,55,40,80.45,0.00,https://cupkiller.com/fr/noces/1005-gobelet-personnalisable-noce-d-or-50-ans.html,0,0,0.00,0,6500000,"[11,11,56,11,11,100,22,11,11,78,100,11]",1582688630,"Knowledge panel, Site links, Reviews, Video Carousel, People also ask"
declic ludik lyon,58,58,110,63.94,0.00,https://cupkiller.com/fr/actu/blog/festival-yggdrasil,0,0,0.00,0,64,"[100,43,52,43,43,43,52,52,67,52,67,81]",1582392344,"Knowledge panel, Image pack, Reviews"
heart in black,71,71,50,82,0.00,https://cupkiller.com/fr/mariage/954-gobelet-personnalisable-mariage-black-heart.html,0,0,0.00,0,5160000000,"[0,0,0,100,67,0,0,0,0,0,33,33]",1583729893,"Image pack, Site links, Reviews, Video Carousel"
flute champagne plastique reutilisable,27,27,40,65.78,0.59,https://cupkiller.com/,0,0,0.00,1,76800,"[29,14,14,14,14,71,14,100,14,14,14,29]",1583727211,"Image pack, Site links, Reviews"
coffret verre a biere personnalisé,34,34,70,62.77,0.50,https://cupkiller.com/fr/coffrets/1392-coffret-biere-mange-soif.html,0,0,0.00,1,74,"[3,3,3,3,3,6,3,22,13,100,3,34]",1582920466,"Local pack, Image pack, Reviews, Shopping ads"
le barathon,89,89,50,70.95,0.00,https://cupkiller.com/fr/actu//my-barathon-,0,0,0.00,0,134000,"[100,20,20,20,20,20,40,20,100,20,80,20]",1582644243,"Knowledge panel, Image pack, Site links, Reviews, Video, Featured snippet, Video Carousel"
grand verre en plastique,37,37,70,76.69,0.22,https://cupkiller.com/,0,0,0.00,1,27800000,"[33,67,33,33,33,33,67,33,100,33,33,33]",1584178154,"Image pack, Site links, Reviews, Shopping ads, Video Carousel"
noce 50 ans,44,44,880,83.85,0.00,https://cupkiller.com/fr/noces/1005-gobelet-personnalisable-noce-d-or-50-ans.html,0,0,0.00,0,2170000,"[55,55,68,68,68,77,100,100,68,68,55,55]",1584061549,"Knowledge panel, Reviews, Featured snippet, Video Carousel, People also ask"
festival frangy,56,56,170,83.14,0.00,https://cupkiller.com/fr/actu/blog/nomade-reggae-festival-de-frangy,0,0,0.00,0,76,"[3,6,8,13,19,30,100,67,1,2,1,3]",1584032564,"Knowledge panel, Image pack, Site links, Video Carousel"
photo cheminée noel,45,45,50,90.54,0.00,https://cupkiller.com/fr/noel/1406-gobelet-personnalise-noel-cheminee.html,0,0,0.00,1,8130000,"[33,100,33,33,0,0,0,0,0,0,33,33]",1583364722,"Image pack, Reviews, Video, Video Carousel"
frangy reggae,61,49,70,80.65,0.00,https://cupkiller.com/fr/actu/blog/nomade-reggae-festival-de-frangy,0,0,0.00,0.01,69,"[5,10,14,5,5,100,52,5,5,5,5,5]",1584621044,"Knowledge panel, Image pack, Site links, Video, Video Carousel"
fete des ecoles,23,23,260,65,0.00,https://cupkiller.com/fr/155-gobelet-personnalise-fete-des-ecoles,0,0,0.00,0,1180000,"[5,8,13,37,100,11,4,7,8,8,7,11]",1584518538,"Knowledge panel, Site links, Video Carousel"
festival miribel evasion,75,75,50,77.98,0.00,https://cupkiller.com/fr/actu/blog/grosse-chaleur-annoncee-sur-les-gobelets-de-levasion-festival-,0,0,0.00,0,94,"[100,0,0,20,20,0,20,20,0,20,20,0]",1583698890,"Image pack, Site links, Reviews, Video, Video Carousel"
la cup prix,81,81,70,82.61,0.21,https://cupkiller.com/,0,0,0.00,0.99,217000000,"[14,43,14,57,29,14,14,14,14,57,100,14]",1584088375,"Site links, Reviews, Video, Featured snippet, AdWords top, Shopping ads"
gobelet noir,16,16,140,79.99,0.33,https://cupkiller.com/fr/gobelet-vierge-25-cl/1112-gobelet-noir-opaque-25cl-sans-impression.html,0,0,0.00,1,10800000,"[43,52,52,52,67,43,43,67,81,67,67,100]",1584356506,"Image pack, Reviews, Shopping ads"
gravure sur plastique,42,42,170,68.63,0.85,https://cupkiller.com/fr/verres-personnalises-plastique/1414-verre-a-vin-plastique-cabernet-gravure-laser.html,0,0,0.00,1,15100000,"[52,52,52,67,67,81,81,81,67,81,100,100]",1584176330,"Local pack, Image pack, Reviews, Shopping ads, Video Carousel"
gourde 30cl,32,32,70,67.75,0.00,https://cupkiller.com/fr/gobelet-serigraphie/932-gobelets-reutilisables-noel.html,0,0,0.00,1,62,"[0,0,0,0,0,0,33,33,100,33,67,100]",1582431210,"Image pack, Site links, Reviews"
un gobelet combien de cl,34,0,50,74.72,0.00,https://cupkiller.com/,0,0,0.00,0,79,"[100,29,14,14,14,14,14,57,14,0,100,14]",1584602634,"Image pack, Reviews, Video, Featured snippet, Image"
gobelet argent,92,92,110,73.95,0.33,https://cupkiller.com/fr/noces/1002-gobelet-personnalisable-noce-d-argent-25-ans.html,0,0,0.00,1,1660000,"[79,79,79,64,79,79,64,79,79,100,100,100]",1583801975,"Image pack, Reviews, Shopping ads"
image verre biere,40,40,50,87.79,0.00,https://cupkiller.com/fr/verres-personnalises/1356-verre-personnalise-shaker-37cl.html,0,0,0.00,1,82,"[22,22,56,33,56,44,100,33,11,11,11,11]",1583919248,"Image pack, Reviews"
crafty tom's,7,7,110,75.4,0.00,https://cupkiller.com/fr/actu/blog/bieres-artisanales-crafty-toms-,0,0,0.00,0.24,13000000,"[82,100,23,44,18,28,10,18,10,3,10,5]",1584396574,"Knowledge panel, Image pack, Site links, Reviews"
ecocup paris,5,5,70,69.55,0.63,https://cupkiller.com/,0,0,0.00,0.52,48100,"[0,0,0,0,33,33,33,33,33,33,100,33]",1583799653,"Site links, Reviews, Video"
festival rockailles 2018,49,49,50,83.57,0.00,https://cupkiller.com/fr/actu/page/6,0,0,0.00,0,99,"[14,0,14,0,0,0,100,0,0,0,14,0]",1584342843,"Image pack, Site links, Video, Video Carousel"
verre a biere plastique,43,43,170,71.69,0.31,https://cupkiller.com/,0,0,0.00,1,307000,"[42,35,65,65,100,100,100,65,65,54,54,35]",1583586975,"Image pack, Reviews, Video"
son libre festival 2019,58,58,390,74.46,0.00,https://cupkiller.com/fr/actu/blog/du-soleil-de-la-musique-et-des-artistes-cupkiller-partenaire-du-son-libre-festival-,0,0,0.00,0,87,"[13,16,16,20,30,55,100,4,3,2,1,1]",1583938203,"Image pack, Site links, Video Carousel"
gobelet plastique enfant,40,40,110,81.43,0.20,https://cupkiller.com/fr/gobelet-preset/1241-gobelet-personnalise-25cl-fete-des-ecoles-enfants-qualite-photo.html,0,0,0.00,1,790000,"[8,8,10,6,8,19,44,100,67,10,10,10]",1582496865,"Image pack, Site links, Reviews, Video"
evjf friendly moment,10,10,50,55,0.00,https://cupkiller.com/fr/evjf-evg/980-gobelet-personnalisable-evjf-friendly.html,0,0,0.00,0.1,50,"[14,100,14,14,14,14,29,14,0,14,43,14]",1582603125,"Image pack, Site links, Reviews"
devis eco cup,5,5,70,56.84,1.62,https://cupkiller.com/,0,0,1.00,0.81,211000,"[0,0,0,11,11,11,56,11,11,11,100,11]",1583690823,"Site links, Reviews"
la grande évasion escape game,98,0,140,72.05,0.21,https://cupkiller.com/fr/actu/blog/la-grande-evasion-des-gobelets-reutilisables-personnalises-doperation-escape,0,0,0.00,0.12,462000,"[81,52,67,52,52,43,52,52,81,100,100,81]",1584630453,"Local pack, Image pack, Reviews, Video Carousel"
populis chartres,37,37,70,67.79,0.00,https://cupkiller.com/fr/actu/blog/street-art-et-gobelets-reutilisables-personnalises-au-boulevard-du-graff-de-chartres,0,0,0.00,0,80,"[11,0,11,22,11,22,22,11,11,0,11,100]",1582598022,"Knowledge panel, Image pack, Site links, Video, Video Carousel"
mug personnalisé rennes,82,82,70,68.55,1.19,https://cupkiller.com/,0,0,0.00,0.98,64500,"[6,6,6,6,12,29,24,6,24,6,100,53]",1584500780,"Local pack, Image pack, Site links, Reviews, Shopping ads"
verres à mojito,58,58,210,82.47,0.17,https://cupkiller.com/fr/mojito-personnalise-pp/1178-verre-mojito-personnalise-pp.html,0,0,0.00,1,271000,"[10,19,23,44,81,100,81,35,29,35,81,15]",1584157961,"Image pack, Reviews, Image, Shopping ads"
verre whisky haut,96,96,40,82.2,0.12,https://cupkiller.com/fr/vaisselle-reutilisable/272-verre-whisky-25cl.html,0,0,0.00,1,1600000,"[50,50,50,50,100,50,50,50,50,100,50,100]",1582683109,"Image pack, Reviews, Shopping ads"
maurice dom tom,63,63,50,79.06,0.00,https://cupkiller.com/fr/actu/blog/les-gobelets-cupkiller-a-lile-maurice-1er-volet,0,0,0.00,0,13200000,"[14,14,71,100,43,57,14,14,14,14,14,14]",1583648919,"Image pack, Site links, Video, People also ask"
verre recyclable,79,79,1000,72.17,0.29,https://cupkiller.com/,0,0,0.00,1,1430000,"[45,63,55,63,63,55,55,63,81,81,63,100]",1584479062,"Image pack, Shopping ads, Video Carousel, People also ask"
vitalic double mixte,37,37,90,72.79,0.00,https://cupkiller.com/fr/actu/blog/des-gobelets-personnalises-qui-pulsent-aux-reperkusound-13,0,0,0.00,0,67,"[0,50,0,0,0,0,0,0,0,0,100,50]",1582733970,"Knowledge panel, Image pack, Site links, Reviews, Video"
avis cup,77,77,260,83.74,0.31,https://cupkiller.com/,0,0,0.00,0.07,53900000,"[100,81,100,67,35,35,54,67,35,29,29,29]",1583975006,"Image pack, Site links, Reviews, Video Carousel"
soif de gourde,49,49,210,84.05,0.53,https://cupkiller.com/fr/coffrets/1392-coffret-biere-mange-soif.html,0,0,0.00,0.99,115000,"[44,44,53,44,53,100,100,81,100,53,66,66]",1583733764,"Image pack, Site links, Reviews, Video, AdWords top, Video Carousel"
verre a pied couleur,45,45,110,71.78,0.19,https://cupkiller.com/fr/promotions/1028-verre-a-pieds-sky-blanc-opaque-tritan.html,0,0,0.00,1,29400000,"[82,53,41,53,29,65,65,82,65,65,100,100]",1582733973,"Image pack, Site links, Reviews"
gobelet canard,29,29,50,65,0.19,https://cupkiller.com/fr/coffrets/1402-coffret-champagne-canard-duchene.html,0,0,0.00,1,282000,"[100,29,14,14,14,14,43,14,14,57,71,14]",1583384889,"Image pack, Reviews, Video, AdWords bottom, Shopping ads"
coffret bière cadeau,76,76,140,76.27,0.63,https://cupkiller.com/fr/coffrets/1392-coffret-biere-mange-soif.html,0,0,0.00,1,1500000,"[22,16,22,16,22,53,34,28,28,34,81,100]",1583779039,"Image pack, Site links, Reviews"
le havre 1960,67,67,70,85.34,0.00,https://cupkiller.com/fr/actu//-mess-my-mind-fait-vibrer-le-havre-aux-sons-des-annees-60-s,0,0,0.00,0,5280000,"[25,100,25,25,25,25,25,25,25,25,25,25]",1583955220,"Image pack, Video Carousel"
biere de noel coffret,23,23,40,77.43,0.46,https://cupkiller.com/fr/coffrets/1391-coffret-biere-de-noel-cuvee-tradition.html,0,0,0.00,1,1990000,"[100,2,0,0,0,0,0,0,0,2,6,15]",1583706335,"Image pack, Site links, Reviews"
gobelet plastique rigide enfant,23,23,70,81.17,0.00,https://cupkiller.com/fr/gobelet-preset/1241-gobelet-personnalise-25cl-fete-des-ecoles-enfants-qualite-photo.html,0,0,0.00,1,91,"[0,0,0,0,14,14,14,14,14,100,0,14]",1583708839,"Image pack, Site links, Reviews, Video, AdWords top"
plastique de champagne,59,59,170,85.94,0.00,https://cupkiller.com/fr/verres-personnalises-plastique/1378-flute-a-champagne-plastique-personnalise-effervescence.html,0,0,0.00,0.44,15000000,"[67,52,81,81,67,100,81,33,81,100,100,81]",1582921655,"Knowledge panel, Image pack, Reviews"
coffret champagne,45,45,720,76.07,0.55,https://cupkiller.com/fr/coffrets/1402-coffret-champagne-canard-duchene.html,0,0,0.00,1,9410000,"[11,11,11,17,17,20,17,20,25,55,100,25]",1584467968,"Image pack, Reviews, AdWords top, AdWords bottom, Shopping ads"
gobelet plastique super u,46,46,70,83.42,0.91,https://cupkiller.com/fr/content/15-faq,0,0,0.00,1,87,"[56,11,100,11,22,56,11,11,11,11,11,33]",1583786139,"Image pack, Reviews"
raid enssat,29,29,50,60.04,0.00,https://cupkiller.com/fr/actu/blog/un-week-end-athletique-pour-les-gobelets-de-lenssat-raid-aventure-,0,0,0.00,0,45,"[18,5,8,28,44,100,3,10,3,8,5,8]",1582659121,"Image pack, Site links, Video, Video Carousel"
référence pantone,76,76,260,70.44,0.00,https://cupkiller.com/fr/services/284-choix-du-code-pantone.html,0,0,0.00,0.01,362000,"[66,81,81,100,66,81,44,81,100,100,66,81]",1584328404,"Image pack, Reviews, FAQ"
verre a shot en plastique,79,79,50,64.68,0.30,https://cupkiller.com/,0,0,0.00,1,97,"[14,100,29,14,43,29,14,71,14,14,14,43]",1583029205,"Local pack, Image pack, Reviews, Video, Shopping ads"
verre personnalisé photo,22,22,170,67.49,0.59,https://cupkiller.com/,0,0,0.00,1,8340000,"[19,15,29,8,35,29,29,29,29,29,67,100]",1583539121,"Image pack, Reviews, Video"
enlever serigraphie plastique,32,32,90,73.71,0.00,https://cupkiller.com/fr/content/15-faq,0,0,0.00,0,345000,"[100,29,14,14,14,14,71,14,14,14,14,14]",1582384699,"Image pack, Reviews, Video Carousel"
comment personnaliser une gourde,59,59,40,62.72,0.59,https://cupkiller.com/,0,0,0.00,1,368000,"[0,0,0,0,0,0,0,0,0,0,0,100]",1582289846,"Image pack, Reviews, Video, AdWords top, Shopping ads"
verre personnalisé enfant,17,17,50,56.37,0.43,https://cupkiller.com/fr/gobelet-preset/1241-gobelet-personnalise-25cl-fete-des-ecoles-enfants-qualite-photo.html,0,0,0.00,1,6670000,"[7,14,7,7,7,7,7,79,100,7,50,21]",1582596402,"Image pack, Site links, Reviews, Video, AdWords bottom, Shopping ads"
gourde en verre made in france,99,99,170,75.99,0.20,https://cupkiller.com/fr/actu/blog/made-in-france,0,0,0.00,1,291000,"[16,22,53,44,34,53,66,81,81,34,66,100]",1583537030,"Image pack, Site links, Reviews, AdWords bottom, Shopping ads"
verre a vin blanc plastique,48,48,70,72.24,0.00,https://cupkiller.com/fr/verres-personnalises-plastique/1377-verre-a-vin-plastique-personnalise-syrah.html,0,0,0.00,1,6820000,"[50,50,50,100,50,50,100,50,50,50,0,50]",1582986464,"Image pack, Reviews, Shopping ads"
gourde musculation,35,35,210,79.94,0.25,https://cupkiller.com/fr/gourdes-thematiques/1310-gourde-personnalisee-no-days.html,0,0,0.00,1,681000,"[53,66,53,53,53,81,66,81,81,66,81,100]",1584349264,"Image pack, Site links, Reviews, Video, Shopping ads"
eco cup png,4,4,50,50.62,0.00,https://cupkiller.com/,0,0,0.00,0,88,"[0,0,0,0,100,29,29,14,14,43,14,14]",1582522169,Image pack
gourde personnalisé,25,25,260,67.35,1.05,https://cupkiller.com/fr/163-gourdes-personnalisees,0,0,0.00,1,5440000,"[15,19,19,24,29,36,44,44,66,81,100,100]",1584054351,"Image pack, Reviews, Shopping ads"
festival yggdrasil,51,51,720,79.73,0.00,https://cupkiller.com/fr/actu/blog/festival-yggdrasil,0,0,0.00,0,98,"[100,6,3,3,3,3,7,55,9,5,7,66]",1584432369,"Image pack, Site links, Reviews, Video Carousel"
sculpture gobelet plastique,66,66,70,74.26,0.00,https://cupkiller.com/fr/actu//des-gobelets-cupkiller-aux-championnats-de-france-de-speedcubing-2018,0,0,0.00,0.48,2120000,"[11,33,100,11,11,11,11,11,11,22,78,11]",1582497786,"Image pack, Reviews, Video"
champagne personnalisé bapteme,63,63,40,63.01,0.00,https://cupkiller.com/,0,0,0.00,1,339000,"[100,0,0,20,40,20,100,40,20,20,20,60]",1583778397,"Image pack, Site links, Reviews, Shopping ads"
acheter des verres,57,57,70,86.58,0.20,https://cupkiller.com/,0,0,0.00,1,32900000,"[100,20,80,20,40,20,20,60,20,20,80,100]",1583460155,"Site links, Reviews"
location gobelets réutilisables belgique,12,12,40,34.12,0.00,https://cupkiller.com/,0,0,0.00,0,48,"[0,0,0,25,25,25,0,50,100,0,0,0]",1582240824,"Image pack, Site links, AdWords top, AdWords bottom"
festival son libre collias,57,57,50,70.71,0.00,https://cupkiller.com/fr/actu/blog/du-soleil-de-la-musique-et-des-artistes-cupkiller-partenaire-du-son-libre-festival-,0,0,0.00,0,74,"[0,25,0,25,25,25,75,50,25,75,100,25]",1582289446,"Knowledge panel, Image pack, Site links, Video Carousel"
haut personnalisé pas cher,93,93,70,70.11,0.33,https://cupkiller.com/,0,0,0.00,1,57300000,"[11,100,11,11,22,11,22,22,0,22,0,11]",1583665875,"Image pack, Site links, Reviews"
un gobelet,41,41,170,71.55,0.62,https://cupkiller.com/,0,0,0.00,0.97,12300000,"[53,44,44,44,53,53,66,53,100,53,53,53]",1583138038,"Image pack, Featured snippet, Video Carousel"
image 50 ans de mariage noces d or,68,68,210,87.39,0.00,https://cupkiller.com/fr/noces/1005-gobelet-personnalisable-noce-d-or-50-ans.html,0,0,0.00,0.33,4640000,"[66,53,81,81,53,53,100,53,81,66,53,66]",1583483863,"Image pack, Reviews"
gourde pantone,20,20,90,69.44,0.21,https://cupkiller.com/fr/services/284-choix-du-code-pantone.html,0,0,0.00,1,363000,"[29,53,82,53,41,82,100,100,53,41,29,24]",1584332780,"Image pack, Reviews, Shopping ads"
gobelet or,29,29,140,76.77,0.29,https://cupkiller.com/fr/noces/1005-gobelet-personnalisable-noce-d-or-50-ans.html,0,0,0.00,1,8280000,"[67,67,67,52,67,52,52,67,67,100,81,67]",1583634082,"Image pack, Site links, Reviews"
verre moins cher,98,98,70,87.16,0.25,https://cupkiller.com/,0,0,0.00,1,67100000,"[22,11,11,22,22,56,100,11,11,11,11,22]",1583726875,"Image pack, Site links, Reviews"
champagne personnalisé pas cher,76,76,40,62.09,0.37,https://cupkiller.com/,0,0,0.00,1,723000,"[14,14,14,14,14,14,14,100,14,14,14,14]",1584165796,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads, FAQ"
gourde de boxe,42,42,50,71.36,0.16,https://cupkiller.com/fr/gourdes-thematiques/1314-gourde-personnalisee-boxe.html,0,0,0.00,1,970000,"[14,14,14,14,14,14,14,100,71,14,14,14]",1583177781,"Image pack, Site links, Reviews, Video"
verre plastique 12 cl,20,20,40,69.1,0.20,https://cupkiller.com/fr/gobelet-vierge-12-cl/1105-gobelet-translucide-12cl-sans-impression.html,0,0,0.00,1,2120000,"[33,33,33,33,67,67,33,67,33,100,67,33]",1584508687,"Image pack, Reviews, AdWords bottom, Shopping ads"
création association prix,85,85,50,74.28,0.90,https://cupkiller.com/,0,0,0.00,0.3,94400000,"[33,100,33,33,33,33,33,33,33,100,67,67]",1583065191,"Site links, Reviews, Featured snippet, AdWords bottom"
concert la tannerie,73,73,50,77.41,0.00,https://cupkiller.com/fr/actu//la-tannerie-s-associe-a-cupkiller-pour-la-realisation-de-ses-gobelets-personnalises,0,0,0.00,0,0,"[43,57,100,14,14,14,71,43,14,14,14,14]",1583853692,"Knowledge panel, Carousel, Image pack, Site links, Reviews, Video, Video Carousel"
bon de commande vierge à imprimer,96,96,40,73.7,0.00,https://cupkiller.com/fr/content/15-faq,0,0,0.00,0,6830000,"[11,11,11,11,11,56,33,56,100,100,56,44]",1584518922,"Image pack, Reviews"
flute de champagne personnalisé,30,30,110,65.98,0.52,https://cupkiller.com/fr/verres-personnalises/1358-flute-a-champagne-personnalisee.html,0,0,0.00,1,343000,"[41,65,82,41,41,53,53,100,65,53,41,65]",1582216505,"Image pack, Reviews, Video Carousel"
chope metal,72,72,70,76.37,0.21,https://cupkiller.com/fr/promotions/1031-chope-bieremug-ps.html,0,0,0.00,1,1480000,"[100,33,11,11,100,11,11,11,11,11,11,11]",1582823591,"Image pack, Reviews, Shopping ads, Video Carousel"
gobelet verre,31,31,140,80.89,0.22,https://cupkiller.com/,0,0,0.00,1,5870000,"[35,27,42,42,54,54,54,81,54,100,81,54]",1584505487,"Local pack, Image pack, Reviews, Video, FAQ"
dimension gobelet,59,59,70,67.1,0.00,https://cupkiller.com/,0,0,0.00,0.96,579000,"[14,14,100,100,29,29,14,29,14,100,43,29]",1582693455,"Image pack, Reviews, Featured snippet, Shopping ads, Video Carousel"
verre apero personnalisé,62,62,40,71.24,0.27,https://cupkiller.com/fr/actu/blog/a-la-recherche-des-gobelets-disparus-,0,0,0.00,1,520000,"[20,20,40,20,20,20,60,40,20,80,100,20]",1583820507,"Image pack, Site links, Reviews, Video"
gobelet bleu et or,71,71,90,68.09,0.00,https://cupkiller.com/fr/gobelet-a-personnaliser-25-cl-impression-serigraphie-1-couleur/1059-gobelet-personnalise-bleu-1-couleur-25cl.html,0,0,0.00,1,2440000,"[0,0,0,0,0,0,0,0,0,0,100,100]",1582865824,"Image pack, Reviews"
chope personnalisée,58,58,140,56.79,0.29,https://cupkiller.com/fr/promotions/1031-chope-bieremug-ps.html,0,0,0.00,1,274000,"[34,28,28,28,34,53,28,28,34,34,66,100]",1583151196,"Image pack, Reviews, AdWords bottom"
verre a vin en plastique blanc,48,48,90,76.22,0.00,https://cupkiller.com/fr/verres-personnalises-plastique/1377-verre-a-vin-plastique-personnalise-syrah.html,0,0,0.00,1,7040000,"[50,25,25,25,25,25,50,25,25,25,100,25]",1584558504,"Image pack, Reviews, Shopping ads"
verre gravé personnalisé pas cher,74,74,170,61.42,0.50,https://cupkiller.com/,0,0,0.00,1,3650000,"[18,23,28,23,36,44,36,44,44,54,82,100]",1583525057,"Image pack, Site links, Reviews, AdWords top, AdWords bottom"
coffret bierre,82,82,140,78.79,0.59,https://cupkiller.com/fr/coffrets/1392-coffret-biere-mange-soif.html,0,0,0.00,1,4680000,"[7,7,6,7,15,7,6,7,15,54,100,7]",1584505926,"Image pack, Site links, Reviews, AdWords top"
festival reggae frangy,46,46,260,81.83,0.00,https://cupkiller.com/fr/actu/blog/nomade-reggae-festival-de-frangy,0,0,0.00,0.01,61,"[5,7,9,17,39,100,100,1,1,2,5,9]",1584302451,"Knowledge panel, Image pack, Site links, Video Carousel"
noce 25 ans,32,32,590,80.57,0.00,https://cupkiller.com/fr/noces/1002-gobelet-personnalisable-noce-d-argent-25-ans.html,0,0,0.00,0,2410000,"[39,48,59,72,88,100,88,59,48,39,59,48]",1584332482,"Knowledge panel, Site links, Reviews, Video, People also ask"
comparaison cup,41,41,40,66.53,0.00,https://cupkiller.com/fr/comparaison-produits,0,0,0.00,0.4,2630000,"[25,25,50,100,25,25,25,50,50,25,25,25]",1583413475,"Image pack, Site links, Reviews, Featured snippet"
fabricant gobelet carton personnalisable,22,22,70,58.7,0.90,https://cupkiller.com/,0,0,0.00,0.8,88,"[25,25,50,25,75,25,25,25,25,25,100,50]",1584241185,"Image pack, Reviews, AdWords top, AdWords bottom, Shopping ads"
gourde personnalisable photo,40,40,90,69.33,0.80,https://cupkiller.com/,0,0,0.00,1,155000,"[0,0,0,0,0,0,0,33,67,33,100,33]",1582209340,"Image pack, Reviews, Video, AdWords top, AdWords bottom"
verre pas cher,93,84,880,87.44,0.16,https://cupkiller.com/,0,0,0.00,1,86000000,"[82,100,100,100,82,100,100,100,100,100,100,100]",1584647866,"Image pack, Site links, Reviews"
tubo,58,58,590,79.98,0.00,https://cupkiller.com/fr/promotions/1023-tubo-standard-translucide-phosporescent-pp.html,0,0,0.00,0.06,436000000,"[67,67,67,67,67,67,82,82,100,100,82,82]",1584471735,"Image pack, Site links, Reviews, FAQ"
flute a champagne plastique,38,38,260,81.07,0.37,https://cupkiller.com/fr/verres-personnalises-plastique/1378-flute-a-champagne-plastique-personnalise-effervescence.html,0,0,0.00,1,332000,"[44,36,54,44,67,67,44,67,100,82,67,54]",1583597789,"Image pack, Reviews"
